,id,comment,customer_name,discount_percent,emi,offer_details,price,product_name,product_searched,rating,review_age
0,af3da8f6-3014-4fa0-800f-3a676b117003,Comfortable shoes an perpact,Flipkart Customer,25% off,Bank Offer,"['Bank OfferFlat INR 50 Instant Cashback on Paytm Wallet. Min Order Value ₹500. Valid once per Paytm accountT&C', 'Bank Offer5% Unlimited Cashback on Flipkart Axis Bank Credit CardT&C', 'No Cost EMI on Bajaj Finserv EMI Card on cart value above ₹2999View Plans', 'Bank Offer20% off on 1st txn with Amex Network Cards issued by ICICI Bank,IndusInd Bank,SBI Cards and MobikwikT&C', 'Bank OfferFlat ₹100 off on first Flipkart Pay Later order of ₹500 and aboveT&C', 'EMI starting from ₹97/monthView Plans']","₹2,771",Nike Revolution 5 EXT Men's Running Shoe Running Shoes For Men  (Black),nike,5,2 months ago
1,a6584693-a87a-4393-9425-b1bc0555681c,"Awesome shoe , very comfortable, thanks to filpkart",Trilok Singh,25% off,Bank Offer,"['Bank OfferFlat INR 50 Instant Cashback on Paytm Wallet. Min Order Value ₹500. Valid once per Paytm accountT&C', 'Bank Offer5% Unlimited Cashback on Flipkart Axis Bank Credit CardT&C', 'No Cost EMI on Bajaj Finserv EMI Card on cart value above ₹2999View Plans', 'Bank Offer20% off on 1st txn with Amex Network Cards issued by ICICI Bank,IndusInd Bank,SBI Cards and MobikwikT&C', 'Bank OfferFlat ₹100 off on first Flipkart Pay Later order of ₹500 and aboveT&C', 'EMI starting from ₹97/monthView Plans']","₹2,771",Nike Revolution 5 EXT Men's Running Shoe Running Shoes For Men  (Black),nike,5,28 days ago
2,9f516bac-fade-469e-9692-ab3626bced26,Very nice product ♥,Akash Das,25% off,Bank Offer,"['Bank OfferFlat INR 50 Instant Cashback on Paytm Wallet. Min Order Value ₹500. Valid once per Paytm accountT&C', 'Bank Offer5% Unlimited Cashback on Flipkart Axis Bank Credit CardT&C', 'No Cost EMI on Bajaj Finserv EMI Card on cart value above ₹2999View Plans', 'Bank Offer20% off on 1st txn with Amex Network Cards issued by ICICI Bank,IndusInd Bank,SBI Cards and MobikwikT&C', 'Bank OfferFlat ₹100 off on first Flipkart Pay Later order of ₹500 and aboveT&C', 'EMI starting from ₹97/monthView Plans']","₹2,771",Nike Revolution 5 EXT Men's Running Shoe Running Shoes For Men  (Black),nike,5,4 days ago
3,a36a5116-231e-4b02-ba35-602c97aaa9a4,"Awesome look nd comfortable
Looking similarly as on image",Flipkart Customer,39% off,NO EMI Plans,"['Bank Offer10% Instant Discount on RBL Bank Credit and Debit CardsT&C', 'Bank OfferFlat INR 50 Instant Cashback on Paytm Wallet. Min Order Value ₹500. Valid once per Paytm accountT&C', 'Bank Offer5% Unlimited Cashback on Flipkart Axis Bank Credit CardT&C', 'No Cost EMI on Bajaj Finserv EMI Card on cart value above ₹2999T&C', 'Bank Offer20% off on 1st txn with Amex Network Cards issued by ICICI Bank,IndusInd Bank,SBI Cards and MobikwikT&C', 'Bank OfferFlat ₹100 off on first Flipkart Pay Later order of ₹500 and aboveT&C']","₹2,429",Downshifter 10 Running Shoes For Men  (Black),nike,5,8 months ago
4,fa923b6e-c6db-4321-a194-bf972e3dcecd,Awesome,Bikash Gogoi,39% off,NO EMI Plans,"['Bank Offer10% Instant Discount on RBL Bank Credit and Debit CardsT&C', 'Bank OfferFlat INR 50 Instant Cashback on Paytm Wallet. Min Order Value ₹500. Valid once per Paytm accountT&C', 'Bank Offer5% Unlimited Cashback on Flipkart Axis Bank Credit CardT&C', 'No Cost EMI on Bajaj Finserv EMI Card on cart value above ₹2999T&C', 'Bank Offer20% off on 1st txn with Amex Network Cards issued by ICICI Bank,IndusInd Bank,SBI Cards and MobikwikT&C', 'Bank OfferFlat ₹100 off on first Flipkart Pay Later order of ₹500 and aboveT&C']","₹2,429",Downshifter 10 Running Shoes For Men  (Black),nike,5,6 months ago
5,cf8fdc9f-19c7-49b3-be2e-f1e1b1dbe2ca,Good product,sudhir kumar nayak,25% off,Bank Offer,"['Bank OfferFlat INR 50 Instant Cashback on Paytm Wallet. Min Order Value ₹500. Valid once per Paytm accountT&C', 'Bank Offer5% Unlimited Cashback on Flipkart Axis Bank Credit CardT&C', 'No Cost EMI on Bajaj Finserv EMI Card on cart value above ₹2999View Plans', 'Bank Offer20% off on 1st txn with Amex Network Cards issued by ICICI Bank,IndusInd Bank,SBI Cards and MobikwikT&C', 'Bank OfferFlat ₹100 off on first Flipkart Pay Later order of ₹500 and aboveT&C', 'EMI starting from ₹97/monthView Plans']","₹2,771",Nike Revolution 5 EXT Men's Running Shoe Running Shoes For Men  (Black),nike,5,23 days ago
